order_id,order_date,customer_id,customer_name,customer_age,city,state,zone,category,product,sku,quantity,unit_price,gross_sales,coupon_code,discount_amount,gst_rate,net_sales,gst_amount,payment_mode,order_status,sales_channel,sales_employee,delivery_partner,delivery_days,customer_rating,cogs,profit,profit_margin_pct,shipping_charges,invoice_amount
IN241100047,24-Nov-2024,CUST41184,Karan Gupta,23,Nashik,Maharashtra,West,Books & Stationery,Office Diary,BOO-OFF861,3,539,1617,FREESHIP,0.00,0.12,1617.00,194.04,COD,Shipped,Website,Kavya Deshmukh,Delhivery,3,,1071.74,545.26,0.3372,91.00,1902.04
IN241100146,24-Nov-2024,CUST83991,Suresh Pawar,49,Patna,Bihar,East,Beauty & Personal Care,Perfume,BEA-PER690,2,1199,2398,No Coupon,0.00,0.18,2398.00,431.64,COD,Delivered,Mobile App,Deepak Yadav,Ecom Express,5,5,1821.72,576.28,0.2403,64.00,2893.64
IN241100513,24-Nov-2024,CUST71136,Anika Deshmukh,36,Coimbatore,Tamil Nadu,South,Grocery & Gourmet,Tea Pack,GRO-TEA455,4,671,2684,PAYDAY15,402.60,0.12,2281.40,273.77,UPI,Cancelled,Mobile App,Kavya Deshmukh,Ecom Express,7,,1623.31,658.09,0.2885,0.00,2555.17
IN241100523,24-Nov-2024,CUST93670,Yash Ansari,42,Bengaluru,Karnataka,South,Grocery & Gourmet,Tea Pack,GRO-TEA185,1,641,641,FESTIVE10,64.10,0.05,576.90,28.84,Credit Card,Delivered,Mobile App,Rahul Verma,Ecom Express,3,3,484.12,92.78,0.1608,165.00,770.74
IN241100526,24-Nov-2024,CUST50417,Kavya Kulkarni,58,Kochi,Kerala,South,Fashion,Handbag,FAS-HAN110,5,2999,14995,FREESHIP,0.00,0.18,14995.00,2699.10,Credit Card,Delivered,Mobile App,Sagar Pawar,India Post,6,4,8988.04,6006.96,0.4006,135.00,17829.10
IN241100866,24-Nov-2024,CUST87478,Nisha Chauhan,51,Chandigarh,Chandigarh,North,Home & Kitchen,Bedsheet Set,HOM-BED622,2,1999,3998,FESTIVE10,399.80,0.12,3598.20,431.78,UPI,Delivered,Website,Kavya Deshmukh,Ecom Express,4,3,3116.87,481.33,0.1338,170.00,4199.98
IN241101089,24-Nov-2024,CUST17215,Vihaan Kumar,45,Jaipur,Rajasthan,North,Home & Kitchen,Mixer Grinder,HOM-MIX623,1,2299,2299,No Coupon,0.00,0.18,2299.00,413.82,Credit Card,Delivered,Website,Anjali Joshi,Ecom Express,1,4,1501.58,797.42,0.3469,165.00,2877.82
IN241101648,24-Nov-2024,CUST29853,Neha Agarwal,35,Jaipur,Rajasthan,North,Beauty & Personal Care,Skin Cream,BEA-SKI516,1,480,480,No Coupon,0.00,0.18,480.00,86.40,Wallet,Delivered,Mobile App,Karan Malhotra,Xpressbees,2,4,318.02,161.98,0.3375,90.00,656.40
IN241101815,24-Nov-2024,CUST27509,Shruti Bansal,20,Ahmedabad,Gujarat,West,Grocery & Gourmet,Tea Pack,GRO-TEA189,2,337,674,FESTIVE10,67.40,0.12,606.60,72.79,Net Banking,Returned,Mobile App,Priya Nair,DTDC,3,3,518.59,88.01,0.1451,124.00,803.39
IN241102004,24-Nov-2024,CUST40648,Komal More,47,Surat,Gujarat,West,Home & Kitchen,Cookware Set,HOM-COO545,1,2299,2299,No Coupon,0.00,0.12,2299.00,275.88,Net Banking,Returned,Mobile App,Anjali Joshi,Blue Dart,5,4,1470.95,828.05,0.3602,106.00,2680.88
IN241101267,25-Nov-2024,CUST12351,Payal Shinde,25,Pune,Maharashtra,West,Grocery & Gourmet,Dry Fruits Pack,GRO-DRY550,1,1199,1199,No Coupon,0.00,0.18,1199.00,215.82,Debit Card,Delivered,Website,Vikram Singh,Xpressbees,7,5,808.96,390.04,0.3253,81.00,1495.82
IN241101345,25-Nov-2024,CUST58053,Rutuja Yadav,47,Nagpur,Maharashtra,West,Home & Kitchen,Cookware Set,HOM-COO670,2,7799,15598,No Coupon,0.00,0.18,15598.00,2807.64,COD,Cancelled,Website,Amit Sharma,Blue Dart,4,,11310.58,4287.42,0.2749,0.00,18405.64
IN241100195,26-Nov-2024,CUST55929,Priya Singh,27,Pune,Maharashtra,West,Home & Kitchen,Bedsheet Set,HOM-BED170,3,2299,6897,No Coupon,0.00,0.12,6897.00,827.64,UPI,Delivered,Mobile App,Rahul Verma,India Post,4,3,4069.12,2827.88,0.4100,159.00,7883.64
IN241100802,26-Nov-2024,CUST44122,Manish Chatterjee,30,Gurugram,Haryana,North,Electronics,Laptop,ELE-LAP520,2,98499,196998,No Coupon,0.00,0.12,196998.00,23639.76,UPI,Delivered,Mobile App,Karan Malhotra,Delhivery,4,4,168972.65,28025.35,0.1423,116.00,220753.76
IN241101117,26-Nov-2024,CUST83806,Aditya Gupta,23,Chennai,Tamil Nadu,South,Fashion,Jeans,FAS-JEA470,1,2699,2699,DIWALI20,539.80,0.12,2159.20,259.10,Wallet,Delivered,Social Commerce,Swati Mishra,DTDC,6,5,2070.86,88.34,0.0409,71.00,2489.30
IN241101275,26-Nov-2024,CUST61854,Amit Iyer,26,Nagpur,Maharashtra,West,Mobiles & Accessories,Phone Cover,MOB-PHO230,1,218,218,FESTIVE10,21.80,0.18,196.20,35.32,Credit Card,Delivered,Mobile App,Rohan Mehta,India Post,3,5,157.74,38.46,0.1960,177.00,408.52
IN241101866,26-Nov-2024,CUST66542,Ira Nair,24,Pune,Maharashtra,West,Fashion,Jeans,FAS-JEA628,3,948,2844,No Coupon,0.00,0.18,2844.00,511.92,COD,Shipped,Website,Vikram Singh,Blue Dart,1,,1718.87,1125.13,0.3956,118.00,3473.92
IN241102333,26-Nov-2024,CUST90365,Anaya Singh,49,Pune,Maharashtra,West,Electronics,Wireless Mouse,ELE-WIR725,4,1699,6796,No Coupon,0.00,0.18,6796.00,1223.28,UPI,Shipped,Mobile App,Tanvi Jadhav,DTDC,3,,5278.46,1517.54,0.2233,121.00,8140.28
IN241102470,26-Nov-2024,CUST78533,Amit Kulkarni,26,Vadodara,Gujarat,West,Fashion,Women Kurti,FAS-WOM481,1,684,684,PAYDAY15,102.60,0.18,581.40,104.65,Credit Card,Returned,Mobile App,Rahul Verma,Xpressbees,3,3,464.47,116.93,0.2011,115.00,801.05
IN241100446,27-Nov-2024,CUST97944,Kabir Shaikh,24,Guwahati,Assam,North East,Fashion,Handbag,FAS-HAN152,1,835,835,WELCOME100,100.00,0.12,735.00,88.20,Credit Card,Delivered,Marketplace,Anjali Joshi,Blue Dart,4,4,491.98,243.02,0.3306,127.00,950.20
IN241100710,27-Nov-2024,CUST52992,Vivaan Banerjee,19,Bhopal,Madhya Pradesh,Central,Sports & Fitness,Yoga Mat,SPO-YOG730,1,1599,1599,WELCOME100,100.00,0.18,1499.00,269.82,Credit Card,Delivered,Mobile App,Sagar Pawar,DTDC,2,5,1029.38,469.62,0.3133,94.00,1862.82
IN241100722,27-Nov-2024,CUST35932,Pooja Dhawale,54,Vijayawada,Andhra Pradesh,South,Beauty & Personal Care,Skin Cream,BEA-SKI919,1,1199,1199,WELCOME100,100.00,0.12,1099.00,131.88,COD,Shipped,Marketplace,Priya Nair,Xpressbees,4,,930.48,168.52,0.1533,166.00,1396.88
IN241101292,27-Nov-2024,CUST27956,Rohan Shinde,58,Guwahati,Assam,North East,Beauty & Personal Care,Skin Cream,BEA-SKI334,3,360,1080,APPONLY,86.40,0.12,993.60,119.23,Debit Card,Delivered,Marketplace,Sneha Kulkarni,Delhivery,4,4,779.24,214.36,0.2157,178.00,1290.83
IN241102334,27-Nov-2024,CUST31133,Pranav Verma,28,Mumbai,Maharashtra,West,Grocery & Gourmet,Basmati Rice 5kg,GRO-BAS222,1,783,783,FREESHIP,0.00,0.05,783.00,39.15,Debit Card,Delivered,Marketplace,Manish Iyer,DTDC,1,5,535.89,247.11,0.3156,66.00,888.15
IN241102426,27-Nov-2024,CUST76178,Ayaan Jadhav,37,Bengaluru,Karnataka,South,Fashion,Women Kurti,FAS-WOM851,1,1999,1999,No Coupon,0.00,0.12,1999.00,239.88,COD,Delivered,Website,Nikhil Bansal,Shadowfax,7,2,1281.68,717.32,0.3588,148.00,2386.88
IN241100274,28-Nov-2024,CUST82294,Manish Kapoor,32,Bhopal,Madhya Pradesh,Central,Electronics,LED TV,ELE-LED379,1,89999,89999,MEGADEAL,16199.82,0.18,73799.18,13283.85,COD,Delivered,Social Commerce,Priya Nair,Blue Dart,3,5,67573.99,6225.19,0.0844,164.00,87247.03
IN241100444,28-Nov-2024,CUST42035,Nisha Joshi,18,Guwahati,Assam,North East,Home & Kitchen,Water Purifier,HOM-WAT212,3,18099,54297,No Coupon,0.00,0.18,54297.00,9773.46,Credit Card,Delivered,Marketplace,Tanvi Jadhav,Delhivery,5,5,39201.67,15095.33,0.2780,177.00,64247.46
IN241100499,28-Nov-2024,CUST86141,Vivaan Singh,19,Ranchi,Jharkhand,East,Fashion,Jeans,FAS-JEA523,1,2399,2399,No Coupon,0.00,0.18,2399.00,431.82,UPI,Delivered,Mobile App,Anjali Joshi,DTDC,3,4,1840.91,558.09,0.2326,104.00,2934.82
IN241100510,28-Nov-2024,CUST34500,Neha Ansari,22,Delhi,Delhi,North,Books & Stationery,Kids Story Book,BOO-KID443,2,140,280,FREESHIP,0.00,0.18,280.00,50.40,UPI,Delivered,Mobile App,Sagar Pawar,Delhivery,2,5,175.38,104.62,0.3736,84.00,414.40
IN241101022,28-Nov-2024,CUST93552,Ayaan Bansal,57,Lucknow,Uttar Pradesh,North,Books & Stationery,Exam Prep Book,BOO-EXA188,1,831,831,DIWALI20,166.20,0.12,664.80,79.78,UPI,Shipped,Mobile App,Anjali Joshi,Blue Dart,2,,495.08,169.72,0.2553,63.00,807.58
IN241101209,28-Nov-2024,CUST63641,Omkar Chauhan,28,Coimbatore,Tamil Nadu,South,Electronics,LED TV,ELE-LED674,1,51599,51599,No Coupon,0.00,0.18,51599.00,9287.82,UPI,Delivered,Social Commerce,Anjali Joshi,DTDC,2,5,42990.07,8608.93,0.1668,65.00,60951.82
IN241100196,29-Nov-2024,CUST56988,Vikram Bhatia,39,Bhubaneswar,Odisha,East,Home & Kitchen,Air Fryer,HOM-AIR696,2,10099,20198,FREESHIP,0.00,0.12,20198.00,2423.76,UPI,Delivered,Mobile App,Amit Sharma,Ecom Express,2,4,14180.18,6017.82,0.2979,135.00,22756.76
IN241100542,29-Nov-2024,CUST23969,Shruti Khan,58,Thiruvananthapuram,Kerala,South,Beauty & Personal Care,Skin Cream,BEA-SKI551,1,1099,1099,FESTIVE10,109.90,0.12,989.10,118.69,UPI,Cancelled,Website,Anjali Joshi,India Post,2,,692.24,296.86,0.3001,0.00,1107.79
IN241101347,29-Nov-2024,CUST50748,Aarti Saxena,36,Kochi,Kerala,South,Beauty & Personal Care,Skin Cream,BEA-SKI323,3,658,1974,FREESHIP,0.00,0.12,1974.00,236.88,UPI,Returned,Website,Karan Malhotra,Ecom Express,3,4,1260.94,713.06,0.3612,71.00,2281.88
IN241102399,29-Nov-2024,CUST71460,Payal Khan,38,Surat,Gujarat,West,Books & Stationery,Pen Set,BOO-PEN916,3,327,981,No Coupon,0.00,0.18,981.00,176.58,UPI,Returned,Mobile App,Swati Mishra,Ecom Express,6,4,756.61,224.39,0.2287,165.00,1322.58
IN241100128,30-Nov-2024,CUST98781,Amit Reddy,21,Vijayawada,Andhra Pradesh,South,Grocery & Gourmet,Cold Pressed Oil,GRO-COL464,1,323,323,NEWYEAR10,32.30,0.05,290.70,14.54,Net Banking,Delivered,Mobile App,Anjali Joshi,India Post,5,4,202.64,88.06,0.3029,119.00,424.24
IN241101160,30-Nov-2024,CUST97370,Yash Pawar,50,Bhubaneswar,Odisha,East,Beauty & Personal Care,Hair Oil,BEA-HAI592,2,301,602,No Coupon,0.00,0.18,602.00,108.36,UPI,Delivered,Mobile App,Sneha Kulkarni,Ecom Express,3,4,386.94,215.06,0.3572,149.00,859.36
IN241101838,30-Nov-2024,CUST66161,Siddharth Kadam,41,Hyderabad,Telangana,South,Books & Stationery,Pen Set,BOO-PEN430,4,274,1096,No Coupon,0.00,0.18,1096.00,197.28,UPI,Delivered,Mobile App,Sagar Pawar,Shadowfax,3,2,803.27,292.73,0.2671,130.00,1423.28
IN241101846,30-Nov-2024,CUST41945,Suresh Patel,57,Surat,Gujarat,West,Home & Kitchen,Water Purifier,HOM-WAT674,1,8799,8799,No Coupon,0.00,0.12,8799.00,1055.88,COD,Delivered,Mobile App,Neha Patel,Delhivery,4,5,6402.30,2396.70,0.2724,155.00,10009.88
IN241102065,30-Nov-2024,CUST78592,Suresh Kapoor,27,Lucknow,Uttar Pradesh,North,Fashion,Handbag,FAS-HAN492,4,4799,19196,MEGADEAL,3455.28,0.18,15740.72,2833.33,Wallet,Delivered,Website,Priya Nair,Delhivery,2,1,11855.97,3884.75,0.2468,157.00,18731.05
IN241102463,30-Nov-2024,CUST79667,Nikhil Mehta,54,Coimbatore,Tamil Nadu,South,Fashion,Handbag,FAS-HAN571,2,2999,5998,WELCOME100,100.00,0.12,5898.00,707.76,Credit Card,Delivered,Marketplace,Tanvi Jadhav,Shadowfax,2,3,3966.17,1931.83,0.3275,78.00,6683.76
IN241200194,01-Dec-2024,CUST16421,Nisha Iyer,21,Mysuru,Karnataka,South,Fashion,Saree,FAS-SAR934,1,5899,5899,NEWYEAR10,589.90,0.18,5309.10,955.64,UPI,Shipped,Website,Kavya Deshmukh,Delhivery,2,,4353.27,955.83,0.1800,155.00,6419.74
IN241201191,01-Dec-2024,CUST28428,Meera Deshmukh,49,Vadodara,Gujarat,West,Fashion,Women Kurti,FAS-WOM697,3,1899,5697,APPONLY,455.76,0.18,5241.24,943.42,Debit Card,Delivered,Marketplace,Nikhil Bansal,Shadowfax,8,5,3542.35,1698.89,0.3241,168.00,6352.66
IN241200620,02-Dec-2024,CUST46870,Mansi Patel,50,Lucknow,Uttar Pradesh,North,Fashion,Handbag,FAS-HAN353,1,4999,4999,No Coupon,0.00,0.18,4999.00,899.82,UPI,Delivered,Marketplace,Isha Gupta,India Post,2,5,3343.41,1655.59,0.3312,90.00,5988.82
IN241201219,02-Dec-2024,CUST57883,Payal Deshmukh,21,Kolkata,West Bengal,East,Beauty & Personal Care,Hair Oil,BEA-HAI521,1,338,338,FESTIVE10,33.80,0.12,304.20,36.50,UPI,Delivered,Mobile App,Rohan Mehta,Blue Dart,2,5,237.74,66.46,0.2185,95.00,435.70
IN241201236,02-Dec-2024,CUST44756,Deepak Gupta,29,Ludhiana,Punjab,North,Electronics,Keyboard,ELE-KEY185,2,629,1258,No Coupon,0.00,0.18,1258.00,226.44,Debit Card,Delivered,Website,Pooja Reddy,Ecom Express,2,4,940.26,317.74,0.2526,87.00,1571.44
IN241200490,03-Dec-2024,CUST53764,Ira Kulkarni,45,Jaipur,Rajasthan,North,Home & Kitchen,Bedsheet Set,HOM-BED522,1,2299,2299,No Coupon,0.00,0.18,2299.00,413.82,Credit Card,Delivered,Social Commerce,Sagar Pawar,India Post,5,5,1467.64,831.36,0.3616,69.00,2781.82
IN241200636,03-Dec-2024,CUST88053,Pooja Shinde,56,Guwahati,Assam,North East,Mobiles & Accessories,Phone Cover,MOB-PHO670,1,567,567,APPONLY,45.36,0.18,521.64,93.90,Credit Card,Shipped,Mobile App,Neha Patel,Xpressbees,2,,454.46,67.18,0.1288,137.00,752.54
IN241200678,03-Dec-2024,CUST97237,Aarav Shinde,50,Chandigarh,Chandigarh,North,Mobiles & Accessories,Smart Watch,MOB-SMA528,1,5899,5899,No Coupon,0.00,0.12,5899.00,707.88,UPI,Delivered,Marketplace,Neha Patel,Shadowfax,2,4,4660.98,1238.02,0.2099,131.00,6737.88
IN241200958,03-Dec-2024,CUST63098,Deepak Ansari,56,Guwahati,Assam,North East,Fashion,Jeans,FAS-JEA302,3,950,2850,FREESHIP,0.00,0.12,2850.00,342.00,UPI,Delivered,Mobile App,Sagar Pawar,Ecom Express,2,4,2080.35,769.65,0.2701,83.00,3275.00
IN241201475,03-Dec-2024,CUST44613,Vikram Ansari,23,Surat,Gujarat,West,Home & Kitchen,Air Fryer,HOM-AIR587,1,3699,3699,No Coupon,0.00,0.18,3699.00,665.82,Wallet,Delivered,Mobile App,Priya Nair,Blue Dart,1,5,2698.26,1000.74,0.2705,120.00,4484.82
IN241201794,03-Dec-2024,CUST96416,Shruti Yadav,33,Guwahati,Assam,North East,Mobiles & Accessories,Tempered Glass,MOB-TEM635,1,275,275,No Coupon,0.00,0.12,275.00,33.00,UPI,Delivered,Website,Sagar Pawar,Blue Dart,3,1,205.43,69.57,0.2530,94.00,402.00
IN241200383,04-Dec-2024,CUST29880,Kiara Mehta,45,Jaipur,Rajasthan,North,Fashion,Women Kurti,FAS-WOM992,1,1699,1699,No Coupon,0.00,0.18,1699.00,305.82,UPI,Delivered,Mobile App,Isha Gupta,Blue Dart,6,5,1276.21,422.79,0.2488,133.00,2137.82
IN241201548,04-Dec-2024,CUST41270,Myra Chauhan,24,Jaipur,Rajasthan,North,Fashion,Sneakers,FAS-SNE220,5,4799,23995,PAYDAY15,3599.25,0.18,20395.75,3671.24,Wallet,Delivered,Marketplace,Anjali Joshi,DTDC,2,4,16198.52,4197.23,0.2058,74.00,24140.99
IN241202434,04-Dec-2024,CUST69196,Neha Ansari,51,Bengaluru,Karnataka,South,Mobiles & Accessories,Bluetooth Earbuds,MOB-BLU228,1,1599,1599,No Coupon,0.00,0.12,1599.00,191.88,Debit Card,Cancelled,Website,Sneha Kulkarni,Xpressbees,3,,1213.92,385.08,0.2408,0.00,1790.88
IN241200563,05-Dec-2024,CUST69673,Aarav Pawar,38,Bengaluru,Karnataka,South,Fashion,Men T-Shirt,FAS-MEN549,2,1199,2398,FREESHIP,0.00,0.12,2398.00,287.76,Debit Card,Shipped,Website,Sagar Pawar,India Post,2,,1767.59,630.41,0.2629,136.00,2821.76
IN241202067,05-Dec-2024,CUST47494,Sneha Rathod,43,Ranchi,Jharkhand,East,Books & Stationery,Kids Story Book,BOO-KID316,3,347,1041,APPONLY,83.28,0.18,957.72,172.39,COD,Delivered,Mobile App,Vikram Singh,Delhivery,4,3,739.92,217.80,0.2274,124.00,1254.11
IN241201700,06-Dec-2024,CUST39014,Deepak Kapoor,49,Chandigarh,Chandigarh,North,Home & Kitchen,Mixer Grinder,HOM-MIX722,1,6799,6799,FREESHIP,0.00,0.18,6799.00,1223.82,Credit Card,Delivered,Mobile App,Manish Iyer,DTDC,4,3,4291.48,2507.52,0.3688,83.00,8105.82
IN241201774,06-Dec-2024,CUST79316,Karan Shaikh,33,Gurugram,Haryana,North,Books & Stationery,Office Diary,BOO-OFF573,1,505,505,FREESHIP,0.00,0.12,505.00,60.60,UPI,Delivered,Mobile App,Anjali Joshi,Shadowfax,4,5,381.61,123.39,0.2443,148.00,713.60
IN241202135,06-Dec-2024,CUST98229,Aadhya Qureshi,50,Noida,Uttar Pradesh,North,Home & Kitchen,Cookware Set,HOM-COO817,4,6599,26396,No Coupon,0.00,0.18,26396.00,4751.28,Debit Card,Delivered,Website,Priya Nair,Shadowfax,3,5,20080.34,6315.66,0.2393,175.00,31322.28
IN241200016,07-Dec-2024,CUST38847,Reyansh Patel,29,Kochi,Kerala,South,Electronics,Bluetooth Speaker,ELE-BLU873,3,4799,14397,WELCOME100,100.00,0.12,14297.00,1715.64,Wallet,Delivered,Marketplace,Vikram Singh,India Post,3,4,11593.17,2703.83,0.1891,111.00,16123.64
IN241200977,07-Dec-2024,CUST47504,Bhavna Qureshi,54,Bhubaneswar,Odisha,East,Beauty & Personal Care,Skin Cream,BEA-SKI935,1,975,975,No Coupon,0.00,0.12,975.00,117.00,Credit Card,Delivered,Website,Amit Sharma,Ecom Express,3,4,615.15,359.85,0.3691,151.00,1243.00
IN241202088,07-Dec-2024,CUST35534,Janhavi Jadhav,32,Noida,Uttar Pradesh,North,Books & Stationery,Notebook Pack,BOO-NOT274,3,327,981,NEWYEAR10,98.10,0.18,882.90,158.92,UPI,Delivered,Website,Rahul Verma,Shadowfax,3,4,746.94,135.96,0.1540,125.00,1166.82
IN241200192,08-Dec-2024,CUST48841,Priya Deshmukh,38,Chandigarh,Chandigarh,North,Fashion,Handbag,FAS-HAN542,2,2899,5798,NEWYEAR10,579.80,0.12,5218.20,626.18,UPI,Delivered,Marketplace,Manish Iyer,Blue Dart,1,3,4509.30,708.90,0.1359,136.00,5980.38
IN241200626,08-Dec-2024,CUST56743,Pranav Kapoor,33,Vadodara,Gujarat,West,Fashion,Saree,FAS-SAR782,1,1099,1099,MEGADEAL,197.82,0.18,901.18,162.21,UPI,Cancelled,Website,Pooja Reddy,India Post,5,,854.61,46.57,0.0517,0.00,1063.39
IN241201789,08-Dec-2024,CUST58000,Siddharth Ghosh,39,Kolkata,West Bengal,East,Fashion,Men T-Shirt,FAS-MEN663,1,616,616,FREESHIP,0.00,0.12,616.00,73.92,Credit Card,Delivered,Mobile App,Neha Patel,Shadowfax,2,5,402.26,213.74,0.3470,154.00,843.92
IN241201892,08-Dec-2024,CUST15592,Yash Iyer,36,Gurugram,Haryana,North,Sports & Fitness,Fitness Band,SPO-FIT329,1,3399,3399,No Coupon,0.00,0.18,3399.00,611.82,UPI,Cancelled,Mobile App,Swati Mishra,Xpressbees,2,,2523.79,875.21,0.2575,0.00,4010.82
IN241200288,09-Dec-2024,CUST25548,Kabir Gaikwad,34,Chandigarh,Chandigarh,North,Mobiles & Accessories,Power Bank,MOB-POW203,1,2899,2899,No Coupon,0.00,0.12,2899.00,347.88,Wallet,Returned,Website,Rahul Verma,DTDC,6,5,2392.65,506.35,0.1747,102.00,3348.88
IN241200941,09-Dec-2024,CUST97095,Manish Mehta,24,Mumbai,Maharashtra,West,Fashion,Jeans,FAS-JEA561,1,3199,3199,APPONLY,255.92,0.12,2943.08,353.17,Debit Card,Delivered,Website,Sagar Pawar,Delhivery,3,5,1934.26,1008.82,0.3428,91.00,3387.25
IN241201938,09-Dec-2024,CUST41705,Rohan Patel,25,Nagpur,Maharashtra,West,Grocery & Gourmet,Dry Fruits Pack,GRO-DRY830,2,725,1450,WELCOME100,100.00,0.18,1350.00,243.00,UPI,Delivered,Mobile App,Swati Mishra,Shadowfax,3,4,955.29,394.71,0.2924,157.00,1750.00
IN241200824,10-Dec-2024,CUST71171,Deepak Bansal,19,Bhopal,Madhya Pradesh,Central,Grocery & Gourmet,Spices Combo,GRO-SPI372,2,320,640,No Coupon,0.00,0.05,640.00,32.00,UPI,Delivered,Marketplace,Rohan Mehta,Delhivery,5,5,475.81,164.19,0.2565,176.00,848.00
IN241200202,11-Dec-2024,CUST92544,Isha Iyer,26,Thiruvananthapuram,Kerala,South,Books & Stationery,Kids Story Book,BOO-KID856,3,373,1119,No Coupon,0.00,0.18,1119.00,201.42,COD,Delivered,Website,Pooja Reddy,Delhivery,1,5,848.85,270.15,0.2414,83.00,1403.42
IN241200261,11-Dec-2024,CUST26802,Bhavna Shinde,29,Ludhiana,Punjab,North,Electronics,Tablet,ELE-TAB301,2,12099,24198,No Coupon,0.00,0.12,24198.00,2903.76,UPI,Delivered,Mobile App,Swati Mishra,DTDC,3,4,20080.73,4117.27,0.1701,74.00,27175.76
IN241201428,11-Dec-2024,CUST66616,Saanvi Joshi,26,Kolkata,West Bengal,East,Electronics,LED TV,ELE-LED616,1,56199,56199,PAYDAY15,8429.85,0.12,47769.15,5732.30,UPI,Delivered,Mobile App,Karan Malhotra,Blue Dart,4,5,47661.92,107.23,0.0022,162.00,53663.45
IN241201496,11-Dec-2024,CUST93606,Isha Joshi,53,Pune,Maharashtra,West,Home & Kitchen,Water Purifier,HOM-WAT856,2,14399,28798,APPONLY,2303.84,0.12,26494.16,3179.30,UPI,Delivered,Mobile App,Swati Mishra,DTDC,2,3,19672.88,6821.28,0.2575,167.00,29840.46
IN241201783,11-Dec-2024,CUST74884,Aarti Nair,58,Hyderabad,Telangana,South,Fashion,Saree,FAS-SAR405,1,1999,1999,No Coupon,0.00,0.12,1999.00,239.88,UPI,Returned,Mobile App,Swati Mishra,DTDC,2,5,1392.42,606.58,0.3034,68.00,2306.88
IN241201962,11-Dec-2024,CUST83859,Neha Kulkarni,53,Vijayawada,Andhra Pradesh,South,Fashion,Jeans,FAS-JEA572,2,2799,5598,No Coupon,0.00,0.12,5598.00,671.76,UPI,Returned,Website,Rahul Verma,India Post,6,3,4362.52,1235.48,0.2207,156.00,6425.76
IN241202462,11-Dec-2024,CUST38511,Myra More,51,Chennai,Tamil Nadu,South,Home & Kitchen,Bedsheet Set,HOM-BED567,3,2399,7197,FESTIVE10,719.70,0.12,6477.30,777.28,Credit Card,Delivered,Website,Deepak Yadav,Xpressbees,4,5,5358.17,1119.13,0.1728,155.00,7409.58
IN241200900,12-Dec-2024,CUST42045,Rajesh Patel,56,Pune,Maharashtra,West,Beauty & Personal Care,Perfume,BEA-PER822,1,1199,1199,No Coupon,0.00,0.12,1199.00,143.88,Wallet,Delivered,Website,Kavya Deshmukh,India Post,3,1,801.20,397.80,0.3318,99.00,1441.88
IN241201425,12-Dec-2024,CUST14276,Amit Deshmukh,28,Lucknow,Uttar Pradesh,North,Fashion,Men T-Shirt,FAS-MEN648,1,784,784,No Coupon,0.00,0.12,784.00,94.08,UPI,Delivered,Mobile App,Manish Iyer,Shadowfax,1,4,603.88,180.12,0.2297,116.00,994.08
IN241202098,12-Dec-2024,CUST67500,Diya Patel,55,Bhopal,Madhya Pradesh,Central,Grocery & Gourmet,Basmati Rice 5kg,GRO-BAS363,1,743,743,No Coupon,0.00,0.12,743.00,89.16,UPI,Delivered,Website,Deepak Yadav,DTDC,2,3,436.54,306.46,0.4125,124.00,956.16
IN241200955,13-Dec-2024,CUST49213,Meera Kadam,55,Chennai,Tamil Nadu,South,Fashion,Men T-Shirt,FAS-MEN996,1,1999,1999,FESTIVE10,199.90,0.12,1799.10,215.89,COD,Delivered,Website,Isha Gupta,Xpressbees,2,5,1173.46,625.64,0.3478,109.00,2123.99
IN241201965,13-Dec-2024,CUST85969,Karan Agarwal,46,Nashik,Maharashtra,West,Mobiles & Accessories,Smartphone,MOB-SMA691,2,25599,51198,No Coupon,0.00,0.12,51198.00,6143.76,Net Banking,Returned,Website,Manish Iyer,Xpressbees,3,5,43281.33,7916.67,0.1546,141.00,57482.76
IN241202162,13-Dec-2024,CUST10988,Atharv Bansal,47,Chandigarh,Chandigarh,North,Grocery & Gourmet,Tea Pack,GRO-TEA161,1,220,220,FREESHIP,0.00,0.18,220.00,39.60,UPI,Shipped,Mobile App,Pooja Reddy,India Post,2,,170.83,49.17,0.2235,156.00,415.60
IN241200122,14-Dec-2024,CUST78258,Rahul Reddy,37,Bhopal,Madhya Pradesh,Central,Home & Kitchen,Air Fryer,HOM-AIR667,3,3699,11097,FREESHIP,0.00,0.18,11097.00,1997.46,UPI,Delivered,Mobile App,Priya Nair,Shadowfax,6,5,6817.63,4279.37,0.3856,85.00,13179.46
IN241200152,14-Dec-2024,CUST56857,Rajesh Deshmukh,56,Patna,Bihar,East,Mobiles & Accessories,Phone Cover,MOB-PHO195,1,675,675,PAYDAY15,101.25,0.18,573.75,103.28,UPI,Delivered,Website,Isha Gupta,DTDC,4,2,541.07,32.68,0.0570,84.00,761.03
IN241200339,14-Dec-2024,CUST89060,Deepak Ghosh,28,Mysuru,Karnataka,South,Electronics,Tablet,ELE-TAB966,1,42999,42999,No Coupon,0.00,0.18,42999.00,7739.82,UPI,Returned,Marketplace,Neha Patel,Delhivery,3,4,31219.37,11779.63,0.2740,136.00,50874.82
